temperatura,pressao,posicao_valvula,vazao_massica
21.8597,7.2858,0.9308,0.6732
21.7518,1.3426,0.5228,0.0379
29.8077,7.9623,0.2632,0.2067
21.0023,7.1767,0.4679,0.3334
29.5804,6.9478,0.7692,0.5217
26.5379,2.5796,0.8935,0.1912
21.5639,7.75,0.8224,0.636
21.424,7.1609,0.8273,0.5877
20.4092,4.2945,0.3962,0.1596
21.8317,5.3009,0.844,0.4307
29.701,2.9323,0.3451,0.0867
28.915,2.5353,0.7466,0.1556
23.8407,3.5889,0.0919,0.0298
24.6761,2.1831,0.4874,0.0833
25.8585,3.2803,0.1468,0.0426
25.0056,2.2011,0.4854,0.0839
27.2004,4.4398,0.804,0.3328
20.1571,5.7263,0.0967,0.0539
28.7064,4.0315,0.0854,0.0316
23.3312,2.9665,0.142,0.0366
28.1566,4.4926,0.116,0.0486
25.6782,6.3715,0.0231,0.0143
29.522,2.848,0.5125,0.124
20.4706,3.6965,0.6067,0.2052
27.0725,6.8984,0.2747,0.1856
28.1829,4.4234,0.6755,0.2779
21.7386,4.5891,0.6955,0.3017
22.3712,2.3454,0.3359,0.0637
23.8678,3.4828,0.1081,0.0338
29.9924,3.5006,0.5725,0.1786
27.3714,5.3271,0.0885,0.045
27.4379,2.5932,0.5471,0.1177
28.3231,1.4343,0.0521,0.0044
22.3285,6.1946,0.3663,0.2219
20.4025,6.5271,0.1073,0.0691
26.7788,4.2967,0.5344,0.2132
23.6403,4.5444,0.8339,0.3566
21.2484,7.7807,0.8638,0.6712
20.1587,2.5199,0.6705,0.1406
29.9435,5.4609,0.2075,0.108
20.0366,4.7558,0.6363,0.2883
25.5211,2.7408,0.358,0.0831
23.4328,4.026,0.3158,0.1175
22.359,3.1033,0.0446,0.0122
22.4394,1.3541,0.7441,0.055
27.0242,7.1418,0.1328,0.0932
25.7346,5.3392,0.2759,0.141
25.8065,6.4704,0.605,0.3822
22.8172,7.1631,0.8481,0.6012
23.3744,5.4319,0.0856,0.0448
26.7356,6.0436,0.3095,0.1811
22.1069,6.918,0.56,0.3828
26.4761,5.2581,0.4212,0.2114
23.5997,1.8975,0.3321,0.0462
26.8717,7.9415,0.5662,0.4455
26.4193,7.4662,0.2314,0.1705
26.5669,6.3747,0.9796,0.608
20.9449,4.8456,0.8251,0.3812
29.8684,1.8592,0.2546,0.0339
24.2519,4.8902,0.9006,0.4181
27.702,5.9138,0.1984,0.1132
25.5808,3.1772,0.3926,0.1097
21.3255,6.178,0.5592,0.3383
27.2344,5.9809,0.712,0.4116
28.4503,6.462,0.4386,0.2754
22.7018,1.5314,0.1278,0.0123
28.406,2.4034,0.5625,0.1092
20.3487,6.0403,0.261,0.1543
29.3555,2.5154,0.4435,0.0914
23.9401,1.8368,0.0553,0.0073
26.4016,2.2521,0.3635,0.0647
20.8602,4.6115,0.8571,0.3744
25.4459,7.8933,0.7987,0.6258
24.7097,6.5805,0.4267,0.275
24.8787,6.0881,0.0322,0.019
25.1061,7.6257,0.3174,0.2398
24.8195,2.3408,0.0541,0.0102
28.7369,7.0265,0.5178,0.356
21.8111,6.1578,0.7319,0.4409
25.5453,6.3654,0.4331,0.2688
24.1389,7.6339,0.8627,0.6536
25.6942,5.7382,0.8719,0.4827
21.8986,7.4861,0.1619,0.1206
27.7102,5.5118,0.7141,0.3769
24.9366,6.1672,0.7244,0.4348
25.4143,6.4919,0.5047,0.3201
29.7597,6.9005,0.7173,0.4827
28.7724,2.8985,0.4473,0.1108
27.063,3.2339,0.3112,0.0886
20.9391,7.3148,0.166,0.1208
22.3833,4.4113,0.4792,0.1985
22.629,5.1788,0.1227,0.0609
29.3957,4.0839,0.2713,0.1016
24.0853,4.5014,0.1882,0.0795
22.7038,6.654,0.2876,0.1883
24.062,2.5781,0.5928,0.1273
25.9376,2.7557,0.2644,0.0617
27.3123,4.6795,0.4224,0.1856
26.3873,7.9681,0.1747,0.1381
25.4398,6.6365,0.7024,0.4564
25.9774,3.2394,0.1892,0.0541
29.106,6.5418,0.0551,0.0351
26.3947,4.2789,0.5853,0.2325
27.2626,7.096,0.9312,0.6486
21.7971,3.8398,0.7502,0.2648
21.8731,6.0068,0.6181,0.3622
26.1438,1.5444,0.7386,0.0719
23.905,3.8955,0.1758,0.0629
26.4389,1.4154,0.6946,0.0565
28.1164,3.2411,0.3553,0.1013
28.6456,1.8645,0.3471,0.0466
26.1977,4.8426,0.0646,0.0295
23.5799,5.9189,0.2866,0.1648
25.247,1.7369,0.4922,0.0592
21.5738,6.877,0.0376,0.0256
27.3315,6.7475,0.9608,0.6336
28.2676,4.2824,0.7516,0.2979
26.1895,4.6654,0.1248,0.0547
21.2777,3.3685,0.4224,0.1276
29.0821,6.1719,0.9984,0.5956
25.6365,6.2724,0.8549,0.5221
20.1652,5.9831,0.5447,0.3187
20.1121,3.2217,0.313,0.0898
26.3474,3.5535,0.6879,0.2198
27.733,5.3893,0.7215,0.3713
20.6396,4.6538,0.4186,0.1849
20.0495,4.5919,0.3121,0.1359
20.2244,7.3812,0.5788,0.4257
29.0199,7.6729,0.6013,0.4544
21.904,2.1883,0.7046,0.1214
26.2224,2.8788,0.3386,0.0835
28.4293,3.7707,0.0253,0.0086
28.1096,7.9082,0.4792,0.3746
21.9551,5.5067,0.0897,0.0478
26.0829,7.3499,0.8116,0.5884
26.3368,3.696,0.4009,0.1342
24.8993,6.5194,0.0642,0.0409
26.4175,6.1994,0.9615,0.5789
21.8257,6.4971,0.5995,0.3829
27.0727,7.0715,0.0574,0.0399
20.5003,6.1926,0.6133,0.3725
23.5514,6.3629,0.1168,0.0727
29.7934,2.5178,0.4799,0.0989
28.5342,7.3986,0.6717,0.4884
23.7957,3.0962,0.6426,0.1744
20.1237,6.5575,0.2069,0.1339
24.11,1.6655,0.9457,0.106
29.3109,3.0063,0.2635,0.0683
28.1909,5.9752,0.3985,0.2298
26.7825,6.0849,0.5733,0.338
22.0162,5.4792,0.4205,0.2226
22.0512,6.1941,0.5381,0.3261
20.3121,2.7021,0.015,0.0035
20.0934,2.9556,0.5084,0.131
28.8489,7.2881,0.8978,0.642
26.4042,2.2164,0.381,0.0663
27.675,3.8958,0.9852,0.3502
20.7091,5.4877,0.4168,0.2215
28.9157,7.4261,0.3894,0.2841
20.0857,3.0412,0.3576,0.0955
29.0179,6.5558,0.7669,0.4887
24.0669,6.3501,0.0108,0.0067
24.9158,7.0713,0.967,0.6737
24.5304,3.043,0.6317,0.1676
22.8148,3.3618,0.7099,0.2134
26.557,5.0898,0.4297,0.2079
23.5194,4.2233,0.0856,0.0336
26.9896,4.5852,0.191,0.0821
21.9551,6.1054,0.1636,0.0976
29.43,1.3281,0.1023,0.0071
22.5274,2.4097,0.6067,0.1194
24.4206,7.3586,0.5867,0.4271
25.5673,1.2071,0.889,0.0472
22.2304,2.0363,0.7092,0.11
24.5745,1.3613,0.8058,0.0601
23.2354,4.3747,0.5372,0.2201
29.3218,7.7572,0.0365,0.0279
28.3124,2.9032,0.5249,0.1304
20.1684,6.6312,0.9263,0.6067
24.498,4.0315,0.0177,0.0066
20.7112,6.1957,0.2414,0.1466
24.2801,6.6518,0.2901,0.1893
28.779,3.0677,0.5266,0.1401
25.7303,2.3383,0.643,0.1208
22.1627,1.8782,0.0074,0.001
27.0777,5.8826,0.9578,0.5438
20.5637,7.8872,0.9907,0.782
25.7078,7.8757,0.0319,0.0249
26.495,1.7126,0.7131,0.0835
27.3468,1.3698,0.0668,0.005
24.8507,2.973,0.7387,0.1902
27.9708,3.0806,0.942,0.2523
28.4675,1.4682,0.4981,0.0436
20.81,5.9353,0.1108,0.0642
27.0277,5.4023,0.6277,0.3243
27.1603,7.4192,0.1901,0.139
23.2522,5.8631,0.5774,0.3287
22.2739,4.2267,0.168,0.0663
23.4233,7.2797,0.4904,0.3534
24.1183,5.8191,0.9698,0.5468
27.5117,1.9471,0.3192,0.0459
25.5707,6.0774,0.3548,0.2093
24.7126,3.2474,0.5498,0.158
24.3348,1.5955,0.5763,0.0598
23.6536,6.2708,0.6409,0.3926
28.1042,4.9628,0.6132,0.2876
25.2611,2.426,0.62,0.1225
24.4958,7.747,0.3596,0.2766
29.8119,5.892,0.8316,0.4708
20.8487,1.2215,0.6441,0.0359
28.2284,3.2311,0.4588,0.1303
24.7983,6.5158,0.9346,0.5958
28.9063,2.7131,0.0313,0.0071
28.1601,3.6237,0.3933,0.1282
27.0562,4.7163,0.359,0.1592
21.8713,1.6773,0.157,0.0179
26.4572,5.3781,0.9944,0.5117
27.9989,2.3912,0.1257,0.0243
21.0873,6.7451,0.6598,0.4395
20.3605,7.069,0.8994,0.6312
21.4992,1.7923,0.1787,0.0228
26.277,6.484,0.5702,0.3607
25.1641,3.5063,0.6489,0.2044
29.5398,7.3995,0.2324,0.1687
24.8264,3.9121,0.6175,0.2216
20.832,7.4808,0.6343,0.4728
20.863,6.915,0.232,0.1588
23.4646,5.9499,0.4254,0.246
24.9379,5.552,0.5566,0.2975
22.6924,2.7981,0.2342,0.0561
20.2932,2.9624,0.0219,0.0057
20.1273,4.4194,0.9294,0.3872
20.964,5.7591,0.3829,0.2146
24.179,7.7811,0.0865,0.0669
24.2323,3.6235,0.6869,0.2254
22.9948,7.2882,0.6137,0.4432
20.1724,6.079,0.5128,0.3054
20.7834,7.851,0.197,0.1547
25.987,2.0527,0.0971,0.0151
23.4358,4.5185,0.9839,0.4181
27.4199,6.7137,0.3231,0.2119
24.9913,4.9073,0.4415,0.2055
22.8523,3.9191,0.5186,0.1872
28.1492,5.7608,0.8686,0.481
24.8944,1.3486,0.7521,0.0548
26.6371,6.3575,0.6127,0.3791
27.3966,7.4748,0.2655,0.1956
25.4781,2.1105,0.6782,0.1103
25.8055,3.2449,0.6761,0.1937
26.8064,3.4808,0.9729,0.303
24.2996,2.3438,0.4454,0.0841
23.5582,6.6817,0.0469,0.0308
21.2277,5.905,0.2095,0.1206
26.8233,6.7807,0.9275,0.6154
28.1609,4.476,0.5733,0.2391
29.2458,4.8266,0.3908,0.1773
20.0124,6.38,0.059,0.0371
25.116,3.1415,0.0674,0.0186
26.2818,3.8255,0.0131,0.0046
20.9588,1.8811,0.3081,0.0425
23.6073,4.9677,0.9976,0.4719
28.6816,2.7583,0.2759,0.0642
29.6489,7.2282,0.9039,0.6397
24.3345,5.49,0.0692,0.0366
20.3488,6.4608,0.9586,0.6101
28.6035,5.1506,0.4001,0.1955
23.9634,1.5629,0.254,0.0254
24.1789,2.6852,0.5937,0.1344
21.0639,3.7535,0.3128,0.1076
23.1649,5.3639,0.2636,0.136
27.4474,1.4906,0.1634,0.0148
20.1802,4.4885,0.3891,0.165
28.0712,7.2209,0.8101,0.5743
23.512,7.3824,0.5691,0.4163
24.4963,4.3003,0.5749,0.2304
24.8211,6.1625,0.4897,0.2937
21.9462,5.5171,0.8718,0.4651
23.0631,2.0963,0.6948,0.1123
22.9475,7.1851,0.0508,0.0361
29.0171,7.8141,0.5108,0.3936
24.7583,3.0651,0.584,0.1563
20.6663,5.8223,0.4566,0.2591
26.7196,2.1413,0.355,0.0588
23.3673,6.5246,0.7961,0.5095
22.8279,7.2634,0.7808,0.5619
22.1639,6.3362,0.4256,0.2644
23.6631,1.5048,0.5536,0.0514
20.1639,7.5376,0.7223,0.5434
22.5689,3.7143,0.9677,0.328
22.5503,2.9713,0.3295,0.0851
20.5704,4.3052,0.6831,0.276
23.666,5.6936,0.9792,0.5393
25.6365,1.3957,0.3746,0.0296
24.6919,3.2526,0.1821,0.0524
24.8977,4.3606,0.7272,0.296
22.1915,3.8479,0.7376,0.2608
24.1952,2.827,0.2059,0.0498
27.3963,7.3031,0.7801,0.5604
27.5182,5.2941,0.3503,0.1768
21.7662,2.1656,0.1179,0.02
23.3122,6.2734,0.5912,0.3625
21.6384,7.5478,0.2868,0.2155
28.5007,7.7144,0.4795,0.3647
23.7743,5.1902,0.4852,0.241
24.495,4.7367,0.9938,0.4449
21.0938,6.2986,0.5889,0.364
21.8657,3.2452,0.8369,0.2414
29.7327,3.6459,0.0096,0.0032
25.7165,2.7263,0.2734,0.063
29.5819,4.2616,0.4661,0.1833
22.551,2.5135,0.0989,0.0206
21.8847,3.7739,0.6586,0.2277
25.4914,6.7435,0.6884,0.4551
22.1495,6.6155,0.2315,0.1507
20.1049,4.3858,0.3605,0.1489
25.9015,6.9307,0.698,0.475
24.6103,2.2537,0.5709,0.1021
26.376,1.4939,0.0462,0.0042
27.3905,5.1848,0.1499,0.0739
27.4233,2.3446,0.0739,0.0139
27.139,1.4214,0.6437,0.0528
21.4044,7.1034,0.129,0.0909
25.2638,4.9866,0.2696,0.1277
22.7876,5.0671,0.4289,0.2077
28.2537,5.2351,0.352,0.1753
24.4122,1.357,0.0666,0.0049
24.6713,6.8691,0.7447,0.5029
26.8776,2.4371,0.7137,0.1415
20.442,4.3136,0.9437,0.3822
28.2298,5.8748,0.8564,0.4846
22.0533,2.312,0.1681,0.0313
21.7184,4.5294,0.8817,0.3768
21.0887,4.4892,0.6328,0.268
29.9068,5.69,0.4813,0.2622
21.2563,4.9461,0.7598,0.3591
21.7352,7.3298,0.9896,0.7206
23.3649,3.3112,0.5622,0.1658
28.9722,5.1415,0.4977,0.2425
21.2444,6.6513,0.8261,0.5418
21.9368,7.1105,0.6751,0.4755
25.3148,4.1133,0.0332,0.0126
23.3349,2.1432,0.1507,0.0252
26.6237,2.1925,0.0059,0.001
29.2828,6.4454,0.4177,0.2612
27.1243,3.7162,0.1632,0.0549
24.8571,5.147,0.3233,0.1588
20.7099,4.0027,0.5993,0.2225
26.9415,2.5083,0.7617,0.157
24.5303,6.3917,0.8239,0.5146
24.2744,5.1202,0.0184,0.009
27.0097,3.0935,0.7544,0.2034
23.919,2.7165,0.019,0.0044
22.3908,1.7097,0.3038,0.0357
20.7994,3.7389,0.641,0.2196
20.6534,1.2467,0.3991,0.0237
25.2411,6.841,0.7564,0.5081
28.5113,4.4974,0.4158,0.1743
22.0729,3.7558,0.1639,0.0563
21.0002,1.8594,0.0153,0.0021
20.9309,7.2961,0.395,0.2865
20.0499,5.0352,0.9055,0.4375
24.2933,1.4291,0.9386,0.0782
27.2137,5.4009,0.1442,0.0745
21.7017,7.9857,0.0628,0.0501
26.7664,6.764,0.0176,0.0117
25.1958,2.6771,0.6834,0.1539
23.3355,6.5438,0.1477,0.0949
26.7983,3.7595,0.5877,0.2006
26.3787,1.6756,0.2318,0.0262
25.23,5.3923,0.4909,0.2539
21.3996,7.7324,0.8979,0.6929
27.639,2.2982,0.2427,0.0444
27.2012,6.3375,0.5956,0.3669
21.4578,7.1996,0.6561,0.4688
29.2091,4.1067,0.4559,0.1719
22.0324,3.9645,0.608,0.2227
29.1746,7.5186,0.232,0.1715
27.7122,7.8936,0.7003,0.5467
25.8561,5.8931,0.2329,0.1328
22.1109,4.8267,0.6814,0.3128
22.7703,6.1257,0.7402,0.4426
28.6137,4.6234,0.006,0.0026
21.246,5.7917,0.4937,0.2783
23.0386,5.3113,0.6831,0.3487
22.1402,4.9238,0.4762,0.2236
26.8544,2.5318,0.1435,0.0299
26.065,3.7799,0.7637,0.2627
23.59,5.1608,0.4075,0.2012
28.1155,2.6994,0.3682,0.0834
23.3835,2.6032,0.599,0.1304
23.7774,4.0331,0.5992,0.2232
27.3906,5.5231,0.2453,0.1298
26.1868,5.6587,0.8507,0.4634
27.9798,1.5357,0.5776,0.0554
22.1604,1.3926,0.4873,0.0385
21.1657,3.2749,0.124,0.0362
28.7334,5.2937,0.9636,0.4853
22.0414,7.723,0.4314,0.3321
25.3516,6.7675,0.8854,0.5877
20.1744,6.2514,0.8373,0.5142
29.667,2.045,0.2759,0.0425
27.2498,7.5362,0.9779,0.7269
27.049,1.3808,0.4539,0.0349
29.651,4.4602,0.8231,0.3411
28.2668,4.3457,0.8617,0.3474
23.7838,5.494,0.5596,0.2962
25.1252,6.8181,0.8647,0.5788
20.9705,5.89,0.2878,0.1653
27.4026,3.0103,0.5968,0.1554
22.1233,1.9333,0.717,0.1029
28.731,4.6249,0.5912,0.2557
27.002,3.0792,0.0075,0.002
29.8891,4.5554,0.2753,0.1168
29.0788,5.3416,0.0534,0.0272
21.5649,4.2009,0.9703,0.3804
28.24,1.4315,0.9834,0.0817
23.2372,5.6326,0.3766,0.2051
21.8727,4.8092,0.9791,0.4478
21.8677,1.4135,0.8613,0.0704
24.0285,3.762,0.5281,0.1813
28.2114,5.9882,0.0132,0.0076
26.1708,6.7281,0.2608,0.1718
23.4461,5.699,0.769,0.4241
29.418,7.2832,0.1371,0.0978
26.7888,3.8899,0.4417,0.157
24.5801,1.704,0.8485,0.0989
23.6751,5.8509,0.8522,0.4837
20.7469,3.2022,0.3358,0.0955
25.1456,3.6008,0.0257,0.0084
28.2273,4.4433,0.0676,0.028
22.458,6.7344,0.0853,0.0566
23.8387,4.7834,0.6282,0.2846
26.6878,5.8254,0.9902,0.5566
24.0687,3.7484,0.875,0.299
25.4937,4.9966,0.2596,0.1232
24.5432,7.9499,0.2849,0.2253
27.1692,4.6615,0.8035,0.3516
21.2124,7.4815,0.0566,0.0422
24.3359,4.4489,0.9679,0.4035
28.1494,6.1183,0.5445,0.3222
20.3094,6.2269,0.6318,0.3862
20.3609,6.0518,0.1621,0.096
22.6118,5.0029,0.6502,0.3106
24.3778,2.2413,0.2307,0.0409
29.4414,7.3992,0.3477,0.2524
20.9872,7.8913,0.9684,0.7643
20.4155,3.5195,0.5042,0.1609
25.2459,4.9876,0.2474,0.1172
25.8086,7.3877,0.0033,0.0024
21.9704,1.8205,0.2455,0.0321
21.9199,6.6241,0.6798,0.4434
21.7226,1.4118,0.0552,0.0045
29.2099,6.0247,0.872,0.5065
26.8937,2.1363,0.114,0.0188
26.5269,3.7309,0.1955,0.0662
24.1953,2.4616,0.5115,0.1033
21.1846,7.6185,0.7355,0.5588
24.264,4.9917,0.6273,0.2981
24.5144,5.3126,0.0294,0.0149
21.1879,6.0772,0.725,0.4309
27.7966,7.4213,0.3445,0.2516
20.398,6.8729,0.7551,0.514
24.1254,7.5186,0.6044,0.4505
25.5432,1.7694,0.6853,0.0849
28.069,5.3658,0.3073,0.1573
21.0242,5.1467,0.3866,0.1911
25.5346,2.1143,0.4717,0.0769
20.7909,3.4227,0.3918,0.1208
22.9296,6.3502,0.9722,0.6045
25.9082,2.8437,0.4525,0.11
27.4175,2.1981,0.4966,0.0853
23.8117,4.2735,0.8554,0.3408
27.9227,4.3188,0.6702,0.2684
27.5209,5.7946,0.4145,0.2313
26.8316,5.3534,0.9382,0.48
28.8181,3.6437,0.6482,0.2125
28.309,6.9056,0.8871,0.5989
27.2116,4.2155,0.6351,0.2477
23.3006,3.7869,0.0819,0.0284
26.672,3.2138,0.4695,0.1328
28.4418,5.6464,0.3326,0.1801
27.0032,2.8471,0.3634,0.0883
27.5996,6.049,0.5031,0.2943
26.6006,1.7888,0.1696,0.0214
27.2198,1.9137,0.1299,0.0182
21.4037,4.6371,0.9497,0.4171
29.1277,1.3137,0.7517,0.0509
21.106,1.7213,0.7511,0.0896
20.0723,7.7551,0.0532,0.0413
26.7857,5.9858,0.9135,0.5289
20.3212,2.8065,0.2856,0.0689
26.4683,5.6268,0.396,0.2143
27.3995,2.173,0.7524,0.1272
20.4895,5.9164,0.5557,0.3211
21.1817,5.9424,0.75,0.4349
22.2512,6.8083,0.3757,0.2523
27.8397,5.0456,0.2902,0.1387
20.6634,7.4728,0.458,0.3411
22.1926,3.8335,0.4527,0.1594
21.933,6.4771,0.4535,0.2887
29.5032,7.4244,0.9727,0.7088
27.8005,2.9686,0.4925,0.126
24.9942,6.1059,0.0247,0.0147
21.3635,5.1449,0.4094,0.2022
27.5045,7.7471,0.7565,0.579
28.1582,4.3132,0.1338,0.0535
22.1854,2.6067,0.7877,0.1722
22.9945,2.6416,0.3682,0.0818
27.6591,7.1627,0.2481,0.1745
28.074,1.2575,0.7791,0.0469
29.5418,4.3876,0.0063,0.0025
29.6934,2.0281,0.4639,0.0706
24.2947,7.6333,0.7745,0.5866
25.4893,7.4195,0.6024,0.4416
29.6971,7.7867,0.5102,0.3912
22.2777,4.1855,0.1498,0.0584
26.4437,7.5519,0.8867,0.6615
25.6727,2.6639,0.3804,0.085
24.7279,6.4604,0.2452,0.1549
24.308,3.4404,0.9683,0.2986
22.6818,2.9366,0.3692,0.094
24.941,3.9712,0.4105,0.1499
29.8143,2.6443,0.6329,0.1392
21.6374,7.9946,0.0173,0.0138
20.0695,7.0933,0.0413,0.0291
22.5701,7.0795,0.0214,0.015
20.6232,4.4597,0.8821,0.3711
25.1915,5.7653,0.8835,0.4921
25.1695,7.0872,0.702,0.49
25.6549,3.9954,0.6167,0.2266
20.5102,3.8031,0.635,0.2221
26.0506,7.169,0.4142,0.2923
25.0661,6.2812,0.7073,0.433
22.3351,5.8251,0.0174,0.0098
29.33,2.5289,0.5975,0.124
24.8307,1.2341,0.1293,0.0074
23.6847,2.0235,0.9243,0.1417
28.499,4.8732,0.3657,0.1679
24.9525,5.0112,0.6427,0.3063
24.2537,6.2358,0.8311,0.5055
21.546,2.296,0.2113,0.039
26.9728,5.8199,0.2485,0.1395
29.292,5.7492,0.0291,0.016
26.3473,3.1628,0.9976,0.2767
24.2313,4.8352,0.2964,0.1358
27.4577,6.8185,0.0644,0.0429
25.7082,2.7549,0.5929,0.1384
25.7954,2.8224,0.8673,0.2088
25.7446,5.0856,0.8834,0.4275
28.5624,4.4724,0.2107,0.0878
24.1863,1.8614,0.1986,0.0268
25.8591,4.0249,0.1309,0.0485
21.7363,7.603,0.5683,0.4304
21.1783,4.0604,0.9426,0.3555
21.4317,3.3429,0.5919,0.1772
20.7547,6.5683,0.0883,0.0572
29.2687,4.6647,0.954,0.4163
23.5553,1.4823,0.8987,0.081
25.5944,4.0142,0.1401,0.0518
22.4624,1.6072,0.7813,0.0824
23.4767,2.7828,0.802,0.1904
23.6106,4.6298,0.0996,0.0435
29.7294,3.6102,0.2917,0.0945
22.5145,5.218,0.49,0.2454
24.7087,6.4342,0.6821,0.429
21.4507,2.6336,0.2425,0.0538
29.1938,4.5973,0.781,0.3353
29.7349,2.4593,0.6618,0.1322
24.6216,2.2468,0.6344,0.1129
26.1727,2.9661,0.2909,0.0745
21.6208,4.7137,0.694,0.3104
23.544,7.6606,0.3921,0.2985
22.4928,6.889,0.3444,0.2342
29.302,1.9539,0.8156,0.1175
24.2066,1.2006,0.3295,0.0172
29.5065,5.3368,0.9143,0.4641
26.8474,2.7216,0.7774,0.1783
29.5562,7.9489,0.3663,0.2873
21.2699,3.8795,0.9502,0.3397
24.3672,5.0931,0.3944,0.1916
20.6995,5.8257,0.2213,0.1257
27.0343,6.1963,0.826,0.4966
22.5952,2.4598,0.5435,0.1099
26.1695,4.4161,0.4004,0.165
21.5645,1.6111,0.1416,0.015
20.8548,3.1864,0.9284,0.2623
26.994,5.1604,0.453,0.2224
21.7741,5.5364,0.5577,0.2987
21.0391,5.4928,0.5372,0.2856
24.2609,2.9198,0.0877,0.0221
23.7173,3.7478,0.7343,0.2511
27.6824,2.6143,0.4802,0.1044
26.8546,6.3362,0.7927,0.4885
21.8222,2.9396,0.5914,0.1509
27.7831,4.7435,0.2346,0.1046
28.8446,5.9129,0.4771,0.2716
25.0701,6.1367,0.9811,0.5855
25.023,3.6531,0.9529,0.3154
28.4903,5.492,0.0014,0.0007
25.3499,7.7375,0.0526,0.0404
26.374,2.1714,0.8154,0.1379
20.8818,2.319,0.5989,0.1121
26.6715,1.6533,0.6554,0.0722
22.0937,3.7607,0.3996,0.1376
27.9649,6.3419,0.4444,0.2736
20.277,2.9011,0.7763,0.1954
23.9449,6.7235,0.6907,0.4563
27.0476,5.3839,0.6525,0.3359
22.6412,5.0018,0.1269,0.0606
20.1409,4.3706,0.7657,0.315
21.1728,5.3611,0.5047,0.2611
26.7385,3.8581,0.528,0.1859
21.8688,5.9207,0.6563,0.3786
26.004,2.2056,0.8223,0.1423
22.0156,7.7421,0.7982,0.6162
25.901,6.4705,0.594,0.3751
21.2834,2.4043,0.5748,0.113
24.3777,4.2699,0.8463,0.3365
20.131,6.264,0.4691,0.2887
29.1899,3.8095,0.6298,0.2175
22.6681,6.5404,0.5236,0.3364
27.1698,7.1073,0.2291,0.1599
21.9313,3.2571,0.1156,0.0335
25.3663,4.9959,0.8329,0.3954
29.2348,5.578,0.8585,0.458
28.3561,4.0252,0.8118,0.2995
24.6944,3.3075,0.8809,0.2588
28.8934,6.8678,0.1839,0.1233
26.6115,1.5351,0.2157,0.0207
22.0273,3.2721,0.4777,0.1392
20.0937,2.4292,0.8178,0.1633
27.0417,5.1466,0.9017,0.4413
24.0849,7.1973,0.7842,0.5576
23.1178,4.9736,0.8525,0.4041
24.3986,5.2252,0.2456,0.1228
26.146,1.4387,0.1371,0.0116
28.1049,1.3524,0.4719,0.0345
26.793,2.2331,0.3279,0.0577
29.2325,3.7157,0.9278,0.3111
27.4894,3.4966,0.1317,0.0412
29.1323,3.2447,0.6508,0.1854
28.6492,4.0813,0.3082,0.1155
20.115,6.3572,0.7395,0.4626
28.7983,5.1923,0.0227,0.0112
23.1907,5.0389,0.0406,0.0196
24.6798,2.6444,0.7789,0.1728
29.5427,1.2398,0.2917,0.0168
24.306,2.1243,0.3067,0.0504
24.8906,3.6024,0.0219,0.0071
28.2889,4.1894,0.4526,0.1749
25.4371,6.9913,0.5102,0.3508
25.5854,7.9689,0.2838,0.2246
24.0907,6.2512,0.437,0.2666
24.4968,4.1545,0.3299,0.1271
23.3843,7.5515,0.6569,0.4925
24.9529,1.2028,0.3058,0.0161
26.8258,3.9773,0.5378,0.1962
27.1608,3.3804,0.9685,0.291
20.9018,1.8419,0.9631,0.1284
24.5481,7.545,0.0766,0.0573
24.1799,4.6561,0.7973,0.3502
23.1724,4.9936,0.1132,0.0539
20.2977,2.4262,0.2963,0.0591
21.9092,3.0061,0.1997,0.0524
22.4857,6.4152,0.3975,0.2501
26.457,3.3003,0.5655,0.1652
28.8922,3.0591,0.8502,0.2254
27.0449,6.6077,0.7826,0.5047
29.0212,2.585,0.0562,0.012
22.6554,3.8886,0.5731,0.205
21.1099,2.0116,0.5474,0.0836
25.6116,4.0944,0.4377,0.1655
21.2884,4.4352,0.9881,0.4126
29.5274,3.9362,0.6207,0.2227
23.1076,7.5479,0.4406,0.3303
23.7091,2.2917,0.3689,0.0676
28.9013,1.8275,0.8312,0.108
20.6763,3.7338,0.7437,0.2544
21.037,2.1699,0.3786,0.0646
25.734,7.1667,0.4928,0.3478
26.4103,5.6739,0.9336,0.5099
29.3293,3.1129,0.7691,0.2082
23.095,3.3493,0.824,0.2465
21.6293,5.697,0.9665,0.5345
20.0228,7.6827,0.7461,0.5731
23.5537,7.8979,0.3395,0.267
29.6497,1.2142,0.9496,0.0511
22.4909,4.1603,0.1573,0.0609
21.3985,6.9689,0.1016,0.0701
29.6503,4.5056,0.6761,0.2835
23.0232,7.0337,0.662,0.46
27.9749,7.0751,0.9067,0.6288
23.4681,6.2981,0.5445,0.3352
27.7553,4.6657,0.1966,0.086
29.7574,6.2662,0.7215,0.4371
21.9976,3.483,0.9409,0.2956
29.3789,6.2014,0.3471,0.2081
29.2164,3.8132,0.3796,0.1312
24.6718,2.7701,0.6428,0.1514
20.6331,7.6646,0.8012,0.6132
29.726,1.7682,0.6845,0.0841
23.7564,4.8371,0.635,0.2915
22.5562,6.9836,0.7161,0.4942
21.3403,6.7878,0.4841,0.3246
28.1198,5.6864,0.2601,0.142
22.1497,5.9738,0.9862,0.5742
28.7778,3.9412,0.662,0.2381
29.0576,2.2518,0.6661,0.1181
27.4105,5.924,0.1809,0.1035
25.8912,3.7188,0.7157,0.2416
20.4541,1.8377,0.931,0.1238
28.1542,6.9313,0.071,0.0482
